Sentence #,Word,POS,Tag
,named,0,O
,Cinderella,0,B-per
,who,0,O
,lived,0,O
,with,0,O
,her,0,O
,stepmother,0,B-per
,and,0,O
,stepsisters,0,B-per
,.,0,O
Sentence: 2,Her,0,O
,stepmother,0,B-per
,treated,0,O
,her,0,O
,very,0,O
,poorly,0,O
,and,0,O
,made,0,O
,her,0,O
,do,0,O
,all,0,O
,the,0,O
,household,0,O
,chores,0,O
,.,0,O
Sentence: 3,One,0,O
,day,0,O
,",",0,O
,the,0,O
,king,0,O
,of,0,O
,the,0,O
,land,0,O
,announced,0,O
,a,0,O
,ball,0,O
,",",0,O
,and,0,O
,Cinderella,0,B-per
,'s,0,O
,stepsisters,0,B-per
,were,0,O
,invited,0,O
,.,0,O
Sentence: 4,Cinderella,0,B-per
,wished,0,O
,to,0,O
,go,0,O
,too,0,O
,",",0,O
,but,0,O
,her,0,O
,stepmother,0,B-per
,refused,0,O
,and,0,O
,made,0,O
,her,0,O
,stay,0,O
,at,0,O
,home,0,O
,.,0,O
Sentence: 5,However,0,O
,",",0,O
,with,0,O
,the,0,O
,help,0,O
,of,0,O
,her,0,O
,fairy,0,O
,godmother,0,O
,",",0,O
,Cinderella,0,B-per
,was,0,O
,able,0,O
,to,0,O
,attend,0,O
,the,0,O
,ball,0,O
,and,0,O
,even,0,O
,catch,0,O
,the,0,O
,prince,0,O
,'s,0,O
,attention,0,O
,.,0,O
Sentence: 6,The,0,O
,prince,0,O
,fell,0,O
,in,0,O
,love,0,O
,with,0,O
,her,0,O
,",",0,O
,and,0,O
,they,0,O
,got,0,O
,married,0,O
,.,0,O
Sentence: 7,The,0,O
,wicked,0,B-per
,stepmother,0,B-per
,learned,0,O
,a,0,O
,valuable,0,O
,lesson,0,O
,:,0,O
,treating,0,O
,others,0,O
,poorly,0,O
,will,0,O
,eventually,0,O
,lead,0,O
,to,0,O
,one,0,O
,'s,0,O
,downfall,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,a,0,O
,farmer,0,B-per
,set,0,O
,a,0,O
,trap,0,O
,to,0,O
,catch,0,O
,cranes,0,O
,that,0,O
,were,0,O
,eating,0,O
,his,0,O
,crops,0,O
,.,0,O
Sentence: 2,A,0,O
,stork,0,B-per
,got,0,O
,caught,0,O
,in,0,O
,the,0,O
,trap,0,O
,",",0,O
,and,0,O
,the,0,O
,farmer,0,B-per
,decided,0,O
,to,0,O
,punish,0,O
,him,0,O
,as,0,O
,well,0,O
,.,0,O
Sentence: 3,He,0,O
,cut,0,O
,off,0,O
,the,0,O
,stork,0,B-per
,'s,0,O
,legs,0,O
,and,0,O
,left,0,O
,him,0,O
,to,0,O
,die,0,O
,.,0,O
Sentence: 4,Later,0,O
,",",0,O
,when,0,O
,the,0,O
,farmer,0,B-per
,was,0,O
,visited,0,O
,by,0,O
,a,0,O
,group,0,O
,of,0,O
,storks,0,O
,",",0,O
,they,0,O
,asked,0,O
,him,0,O
,where,0,O
,their,0,O
,friend,0,O
,was,0,O
,.,0,O
Sentence: 5,The,0,O
,farmer,0,B-per
,replied,0,O
,that,0,O
,he,0,O
,did,0,O
,n't,0,O
,know,0,O
,him,0,O
,and,0,O
,that,0,O
,he,0,O
,never,0,O
,had,0,O
,any,0,O
,visitors,0,O
,with,0,O
,long,0,O
,legs,0,O
,.,0,O
Sentence: 6,The,0,O
,storks,0,O
,understood,0,O
,the,0,O
,farmer,0,B-per
,'s,0,O
,deceit,0,O
,and,0,O
,flew,0,O
,away,0,O
,.,0,O
Sentence: 7,The,0,O
,farmer,0,B-per
,learned,0,O
,a,0,O
,valuable,0,O
,lesson,0,O
,:,0,O
,it,0,O
,'s,0,O
,never,0,O
,wise,0,O
,to,0,O
,deceive,0,O
,others,0,O
,.,0,O
Sentence: 1,It,0,O
,happened,0,O
,that,0,O
,a,0,O
,Dog,0,B-per
,had,0,O
,got,0,O
,a,0,O
,piece,0,O
,of,0,O
,meat,0,O
,and,0,O
,was,0,O
,carrying,0,O
,it,0,O
,home,0,O
,in,0,O
,his,0,O
,mouth,0,O
,to,0,O
,eat,0,O
,it,0,O
,in,0,O
,peace,0,O
,.,0,O
Sentence: 2,Now,0,O
,on,0,O
,his,0,O
,way,0,O
,home,0,O
,he,0,O
,had,0,O
,to,0,O
,cross,0,O
,a,0,O
,plank,0,O
,lying,0,O
,across,0,O
,a,0,O
,running,0,O
,brook,0,O
,.,0,O
Sentence: 3,As,0,O
,he,0,O
,crossed,0,O
,",",0,O
,he,0,O
,looked,0,O
,down,0,O
,and,0,O
,saw,0,O
,his,0,O
,own,0,O
,shadow,0,B-per
,reflected,0,O
,in,0,O
,the,0,O
,water,0,O
,beneath,0,O
,.,0,O
Sentence: 4,Thinking,0,O
,it,0,O
,was,0,O
,another,0,O
,dog,0,B-per
,with,0,O
,another,0,O
,piece,0,O
,of,0,O
,meat,0,O
,",",0,O
,he,0,O
,made,0,O
,up,0,O
,his,0,O
,mind,0,O
,to,0,O
,have,0,O
,that,0,O
,also,0,O
,.,0,O
Sentence: 5,So,0,O
,he,0,O
,made,0,O
,a,0,O
,snap,0,O
,at,0,O
,the,0,O
,shadow,0,B-per
,in,0,O
,the,0,O
,water,0,O
,",",0,O
,but,0,O
,as,0,O
,he,0,O
,opened,0,O
,his,0,O
,mouth,0,O
,the,0,O
,piece,0,O
,of,0,O
,meat,0,O
,fell,0,O
,out,0,O
,",",0,O
,dropped,0,O
,into,0,O
,the,0,O
,water,0,O
,and,0,O
,was,0,O
,never,0,O
,seen,0,O
,more,0,O
,.,0,O
Sentence: 6,Beware,0,O
,lest,0,O
,you,0,O
,lose,0,O
,the,0,O
,substance,0,O
,by,0,O
,grasping,0,O
,at,0,O
,the,0,O
,shadow,0,B-per
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,a,0,O
,hare,0,B-per
,bragged,0,O
,about,0,O
,his,0,O
,speed,0,O
,and,0,O
,challenged,0,O
,a,0,O
,tortoise,0,B-per
,to,0,O
,a,0,O
,race,0,O
,.,0,O
Sentence: 2,The,0,O
,tortoise,0,B-per
,accepted,0,O
,",",0,O
,and,0,O
,they,0,O
,began,0,O
,the,0,O
,race,0,O
,.,0,O
Sentence: 3,The,0,O
,hare,0,B-per
,soon,0,O
,took,0,O
,the,0,O
,lead,0,O
,and,0,O
,",",0,O
,feeling,0,O
,confident,0,O
,",",0,O
,decided,0,O
,to,0,O
,take,0,O
,a,0,O
,nap,0,O
,.,0,O
Sentence: 4,The,0,O
,tortoise,0,B-per
,continued,0,O
,to,0,O
,move,0,O
,steadily,0,O
,forward,0,O
,and,0,O
,eventually,0,O
,crossed,0,O
,the,0,O
,finish,0,O
,line,0,O
,before,0,O
,the,0,O
,hare,0,B-per
,woke,0,O
,up,0,O
,.,0,O
Sentence: 5,The,0,O
,hare,0,B-per
,learned,0,O
,a,0,O
,valuable,0,O
,lesson,0,O
,:,0,O
,slow,0,O
,and,0,O
,steady,0,O
,wins,0,O
,the,0,O
,race,0,O
,.,0,O
Sentence: 1,A,0,O
,COUNTRY,0,B-per
,MOUSE,0,B-per
,invited,0,O
,a,0,O
,Town,0,B-per
,Mouse,0,B-per
,",",0,O
,an,0,O
,intimate,0,O
,friend,0,O
,",",0,O
,to,0,O
,pay,0,O
,him,0,O
,a,0,O
,visit,0,O
,and,0,O
,partake,0,O
,of,0,O
,his,0,O
,country,0,B-per
,fare,0,O
,.,0,O
Sentence: 2,As,0,O
,they,0,O
,were,0,O
,on,0,O
,the,0,O
,bare,0,O
,plowlands,0,O
,",",0,O
,eating,0,O
,there,0,O
,wheat-stocks,0,O
,and,0,O
,roots,0,O
,pulled,0,O
,up,0,O
,from,0,O
,the,0,O
,hedgerow,0,O
,",",0,O
,the,0,O
,Town,0,B-per
,Mouse,0,B-per
,said,0,O
,to,0,O
,his,0,O
,friend,0,O
,",",0,O
,“,0,O
,You,0,O
,live,0,O
,here,0,O
,the,0,O
,life,0,O
,of,0,O
,the,0,O
,ants,0,O
,",",0,O
,while,0,O
,in,0,O
,my,0,O
,house,0,O
,is,0,O
,the,0,O
,horn,0,O
,of,0,O
,plenty,0,O
,.,0,O
Sentence: 3,I,0,O
,am,0,O
,surrounded,0,O
,by,0,O
,every,0,O
,luxury,0,O
,",",0,O
,and,0,O
,if,0,O
,you,0,O
,will,0,O
,come,0,O
,with,0,O
,me,0,O
,",",0,O
,as,0,O
,I,0,O
,wish,0,O
,you,0,O
,would,0,O
,",",0,O
,you,0,O
,shall,0,O
,have,0,O
,an,0,O
,ample,0,O
,share,0,O
,of,0,O
,my,0,O
,dainties.,0,O
,”,0,O
,The,0,O
,Country,0,B-per
,Mouse,0,B-per
,was,0,O
,easily,0,O
,persuaded,0,O
,",",0,O
,and,0,O
,returned,0,O
,to,0,O
,town,0,B-per
,with,0,O
,his,0,O
,friend,0,O
,.,0,O
Sentence: 4,On,0,O
,his,0,O
,arrival,0,O
,",",0,O
,the,0,O
,Town,0,B-per
,Mouse,0,B-per
,placed,0,O
,before,0,O
,him,0,O
,bread,0,O
,",",0,O
,barley,0,O
,",",0,O
,beans,0,O
,",",0,O
,dried,0,O
,figs,0,O
,",",0,O
,honey,0,O
,",",0,O
,raisins,0,O
,",",0,O
,and,0,O
,",",0,O
,last,0,O
,of,0,O
,all,0,O
,",",0,O
,brought,0,O
,a,0,O
,dainty,0,O
,piece,0,O
,of,0,O
,cheese,0,O
,from,0,O
,a,0,O
,basket,0,O
,.,0,O
Sentence: 5,The,0,O
,Country,0,B-per
,Mouse,0,B-per
,",",0,O
,being,0,O
,much,0,O
,delighted,0,O
,at,0,O
,the,0,O
,sight,0,O
,of,0,O
,such,0,O
,good,0,O
,cheer,0,O
,",",0,O
,expressed,0,O
,his,0,O
,satisfaction,0,O
,in,0,O
,warm,0,O
,terms,0,O
,and,0,O
,lamented,0,O
,his,0,O
,own,0,O
,hard,0,O
,fate,0,O
,.,0,O
Sentence: 6,Just,0,O
,as,0,O
,they,0,O
,were,0,O
,beginning,0,O
,to,0,O
,eat,0,O
,",",0,O
,someone,0,O
,opened,0,O
,the,0,O
,door,0,O
,",",0,O
,and,0,O
,they,0,O
,both,0,O
,ran,0,O
,off,0,O
,squeaking,0,O
,",",0,O
,as,0,O
,fast,0,O
,as,0,O
,they,0,O
,could,0,O
,",",0,O
,to,0,O
,a,0,O
,hole,0,O
,so,0,O
,narrow,0,O
,that,0,O
,two,0,O
,could,0,O
,only,0,O
,find,0,O
,room,0,O
,in,0,O
,it,0,O
,by,0,O
,squeezing,0,O
,.,0,O
Sentence: 7,They,0,O
,had,0,O
,scarcely,0,O
,begun,0,O
,their,0,O
,repast,0,O
,again,0,O
,when,0,O
,someone,0,O
,else,0,O
,entered,0,O
,to,0,O
,take,0,O
,something,0,O
,out,0,O
,of,0,O
,a,0,O
,cupboard,0,O
,",",0,O
,whereupon,0,O
,the,0,O
,two,0,O
,Mice,0,O
,",",0,O
,more,0,O
,frightened,0,O
,than,0,O
,before,0,O
,",",0,O
,ran,0,O
,away,0,O
,and,0,O
,hid,0,O
,themselves,0,O
,.,0,O
Sentence: 8,At,0,O
,last,0,O
,the,0,O
,Country,0,B-per
,Mouse,0,B-per
,",",0,O
,almost,0,O
,famished,0,O
,",",0,O
,said,0,O
,to,0,O
,his,0,O
,friend,0,O
,:,0,O
,“,0,O
,Although,0,O
,you,0,O
,have,0,O
,prepared,0,O
,for,0,O
,me,0,O
,so,0,O
,dainty,0,O
,a,0,O
,feast,0,O
,",",0,O
,I,0,O
,must,0,O
,leave,0,O
,you,0,O
,to,0,O
,enjoy,0,O
,it,0,O
,by,0,O
,yourself,0,O
,.,0,O
Sentence: 9,It,0,O
,is,0,O
,surrounded,0,O
,by,0,O
,too,0,O
,many,0,O
,dangers,0,O
,to,0,O
,please,0,O
,me,0,O
,.,0,O
Sentence: 10,I,0,O
,prefer,0,O
,my,0,O
,bare,0,O
,plowlands,0,O
,and,0,O
,roots,0,O
,from,0,O
,the,0,O
,hedgerow,0,O
,",",0,O
,where,0,O
,I,0,O
,can,0,O
,live,0,O
,in,0,O
,safety,0,O
,",",0,O
,and,0,O
,without,0,O
,fear,0,O
,.,0,O
,”,0,O
Sentence: 1,THE,0,O
,GODS,0,O
,",",0,O
,according,0,O
,to,0,O
,an,0,O
,ancient,0,O
,legend,0,O
,",",0,O
,made,0,O
,choice,0,O
,of,0,O
,certain,0,O
,trees,0,O
,to,0,O
,be,0,O
,under,0,O
,their,0,O
,special,0,O
,protection,0,O
,.,0,O
Sentence: 2,Jupiter,0,B-per
,chose,0,O
,the,0,O
,oak,0,O
,",",0,O
,Venus,0,B-per
,the,0,O
,myrtle,0,O
,",",0,O
,Apollo,0,B-per
,the,0,O
,laurel,0,O
,",",0,O
,Cybele,0,B-per
,the,0,O
,pine,0,O
,",",0,O
,and,0,O
,Hercules,0,B-per
,the,0,O
,poplar,0,O
,.,0,O
Sentence: 3,Minerva,0,B-per
,",",0,O
,wondering,0,O
,why,0,O
,they,0,O
,had,0,O
,preferred,0,O
,trees,0,O
,not,0,O
,yielding,0,O
,fruit,0,O
,",",0,O
,inquired,0,O
,the,0,O
,reason,0,O
,for,0,O
,their,0,O
,choice,0,O
,.,0,O
Sentence: 4,Jupiter,0,B-per
,replied,0,O
,",",0,O
,“,0,O
,It,0,O
,is,0,O
,lest,0,O
,we,0,O
,should,0,O
,seem,0,O
,to,0,O
,covet,0,O
,the,0,O
,honor,0,O
,for,0,O
,the,0,O
,fruit.,0,O
,”,0,O
,But,0,O
,said,0,O
,Minerva,0,B-per
,",",0,O
,“,0,O
,Let,0,O
,anyone,0,O
,say,0,O
,what,0,O
,he,0,O
,will,0,O
,the,0,O
,olive,0,O
,is,0,O
,more,0,O
,dear,0,O
,to,0,O
,me,0,O
,on,0,O
,account,0,O
,of,0,O
,its,0,O
,fruit.,0,O
,”,0,O
,Then,0,O
,said,0,O
,Jupiter,0,B-per
,",",0,O
,“,0,O
,My,0,O
,daughter,0,O
,",",0,O
,you,0,O
,are,0,O
,rightly,0,O
,called,0,O
,wise,0,O
,;,0,O
,for,0,O
,unless,0,O
,what,0,O
,we,0,O
,do,0,O
,is,0,O
,useful,0,O
,",",0,O
,the,0,O
,glory,0,O
,of,0,O
,it,0,O
,is,0,O
,vain,0,O
,.,0,O
,”,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,a,0,O
,dog,0,B-per
,found,0,O
,a,0,O
,bone,0,O
,in,0,O
,the,0,O
,forest,0,O
,and,0,O
,was,0,O
,very,0,O
,proud,0,O
,of,0,O
,it,0,O
,.,0,O
Sentence: 2,As,0,O
,he,0,O
,crossed,0,O
,a,0,O
,bridge,0,O
,over,0,O
,a,0,O
,river,0,O
,",",0,O
,he,0,O
,looked,0,O
,down,0,O
,and,0,O
,saw,0,O
,his,0,O
,reflection,0,O
,in,0,O
,the,0,O
,water,0,O
,.,0,O
Sentence: 3,He,0,O
,thought,0,O
,he,0,O
,saw,0,O
,another,0,O
,dog,0,B-per
,with,0,O
,a,0,O
,bigger,0,O
,bone,0,O
,",",0,O
,and,0,O
,out,0,O
,of,0,O
,greed,0,O
,",",0,O
,he,0,O
,dropped,0,O
,his,0,O
,own,0,O
,bone,0,O
,and,0,O
,jumped,0,O
,in,0,O
,the,0,O
,water,0,O
,to,0,O
,get,0,O
,the,0,O
,other,0,O
,dog,0,B-per
,'s,0,O
,bone,0,O
,.,0,O
Sentence: 4,But,0,O
,there,0,O
,was,0,O
,no,0,O
,other,0,O
,dog,0,B-per
,",",0,O
,and,0,O
,he,0,O
,lost,0,O
,his,0,O
,own,0,O
,bone,0,O
,in,0,O
,the,0,O
,river,0,O
,.,0,O
Sentence: 5,The,0,O
,dog,0,B-per
,learned,0,O
,a,0,O
,valuable,0,O
,lesson,0,O
,:,0,O
,it,0,O
,'s,0,O
,better,0,O
,to,0,O
,be,0,O
,content,0,O
,with,0,O
,what,0,O
,you,0,O
,have,0,O
,than,0,O
,to,0,O
,lose,0,O
,it,0,O
,all,0,O
,by,0,O
,being,0,O
,greedy,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,a,0,O
,dog,0,B-per
,was,0,O
,walking,0,O
,with,0,O
,a,0,O
,bone,0,O
,in,0,O
,its,0,O
,mouth,0,O
,.,0,O
Sentence: 2,It,0,O
,saw,0,O
,its,0,O
,reflection,0,O
,in,0,O
,a,0,O
,river,0,O
,and,0,O
,thought,0,O
,that,0,O
,it,0,O
,was,0,O
,another,0,O
,dog,0,B-per
,with,0,O
,a,0,O
,bone,0,O
,.,0,O
Sentence: 3,The,0,O
,dog,0,B-per
,became,0,O
,greedy,0,O
,and,0,O
,thought,0,O
,it,0,O
,could,0,O
,get,0,O
,two,0,O
,bones,0,O
,by,0,O
,taking,0,O
,the,0,O
,other,0,O
,dog,0,B-per
,'s,0,O
,bone,0,O
,.,0,O
Sentence: 4,It,0,O
,opened,0,O
,its,0,O
,mouth,0,O
,to,0,O
,bark,0,O
,",",0,O
,and,0,O
,the,0,O
,bone,0,O
,fell,0,O
,into,0,O
,the,0,O
,water,0,O
,.,0,O
Sentence: 5,The,0,O
,dog,0,B-per
,realized,0,O
,its,0,O
,mistake,0,O
,and,0,O
,regretted,0,O
,its,0,O
,greed,0,O
,.,0,O
Sentence: 1,A,0,O
,STAG,0,B-per
,",",0,O
,roundly,0,O
,chased,0,O
,by,0,O
,the,0,O
,hounds,0,B-per
,and,0,O
,blinded,0,O
,by,0,O
,fear,0,O
,to,0,O
,the,0,O
,danger,0,O
,he,0,O
,was,0,O
,running,0,O
,into,0,O
,",",0,O
,took,0,O
,shelter,0,O
,in,0,O
,a,0,O
,farmyard,0,O
,and,0,O
,hid,0,O
,himself,0,O
,in,0,O
,a,0,O
,shed,0,O
,among,0,O
,the,0,O
,oxen,0,B-per
,.,0,O
Sentence: 2,An,0,O
,Ox,0,O
,gave,0,O
,him,0,O
,this,0,O
,kindly,0,O
,warning,0,O
,:,0,O
,“,0,O
,O,0,O
,unhappy,0,O
,creature,0,O
,!,0,O
Sentence: 3,why,0,O
,should,0,O
,you,0,O
,thus,0,O
,",",0,O
,of,0,O
,your,0,O
,own,0,O
,accord,0,O
,",",0,O
,incur,0,O
,destruction,0,O
,and,0,O
,trust,0,O
,yourself,0,O
,in,0,O
,the,0,O
,house,0,O
,of,0,O
,your,0,O
,enemy,0,O
,?,0,O
,”,0,O
,The,0,O
,Stag,0,B-per
,replied,0,O
,:,0,O
,“,0,O
,Only,0,O
,allow,0,O
,me,0,O
,",",0,O
,friend,0,O
,",",0,O
,to,0,O
,stay,0,O
,where,0,O
,I,0,O
,am,0,O
,",",0,O
,and,0,O
,I,0,O
,will,0,O
,undertake,0,O
,to,0,O
,find,0,O
,some,0,O
,favorable,0,O
,opportunity,0,O
,of,0,O
,effecting,0,O
,my,0,O
,escape.,0,O
,”,0,O
,At,0,O
,the,0,O
,approach,0,O
,of,0,O
,the,0,O
,evening,0,O
,the,0,O
,herdsman,0,B-per
,came,0,O
,to,0,O
,feed,0,O
,his,0,O
,cattle,0,O
,",",0,O
,but,0,O
,did,0,O
,not,0,O
,see,0,O
,the,0,O
,Stag,0,B-per
,;,0,O
,and,0,O
,even,0,O
,the,0,O
,farm-bailiff,0,B-per
,with,0,O
,several,0,O
,laborers,0,B-per
,passed,0,O
,through,0,O
,the,0,O
,shed,0,O
,and,0,O
,failed,0,O
,to,0,O
,notice,0,O
,him,0,O
,.,0,O
Sentence: 4,The,0,O
,Stag,0,B-per
,",",0,O
,congratulating,0,O
,himself,0,O
,on,0,O
,his,0,O
,safety,0,O
,",",0,O
,began,0,O
,to,0,O
,express,0,O
,his,0,O
,sincere,0,O
,thanks,0,O
,to,0,O
,the,0,O
,Oxen,0,B-per
,who,0,O
,had,0,O
,kindly,0,O
,helped,0,O
,him,0,O
,in,0,O
,the,0,O
,hour,0,O
,of,0,O
,need,0,O
,.,0,O
Sentence: 5,One,0,O
,of,0,O
,them,0,O
,again,0,O
,answered,0,O
,him,0,O
,:,0,O
,“,0,O
,We,0,O
,indeed,0,O
,wish,0,O
,you,0,O
,well,0,O
,",",0,O
,but,0,O
,the,0,O
,danger,0,O
,is,0,O
,not,0,O
,over,0,O
,.,0,O
Sentence: 6,There,0,O
,is,0,O
,one,0,O
,other,0,O
,yet,0,O
,to,0,O
,pass,0,O
,through,0,O
,the,0,O
,shed,0,O
,",",0,O
,who,0,O
,has,0,O
,as,0,O
,it,0,O
,were,0,O
,a,0,O
,hundred,0,O
,eyes,0,O
,",",0,O
,and,0,O
,until,0,O
,he,0,O
,has,0,O
,come,0,O
,and,0,O
,gone,0,O
,",",0,O
,your,0,O
,life,0,O
,is,0,O
,still,0,O
,in,0,O
,peril.,0,O
,”,0,O
,At,0,O
,that,0,O
,moment,0,O
,the,0,O
,master,0,B-per
,himself,0,O
,entered,0,O
,",",0,O
,and,0,O
,having,0,O
,had,0,O
,to,0,O
,complain,0,O
,that,0,O
,his,0,O
,oxen,0,B-per
,had,0,O
,not,0,O
,been,0,O
,properly,0,O
,fed,0,O
,",",0,O
,he,0,O
,went,0,O
,up,0,O
,to,0,O
,their,0,O
,racks,0,O
,and,0,O
,cried,0,O
,out,0,O
,:,0,O
,“,0,O
,Why,0,O
,is,0,O
,there,0,O
,such,0,O
,a,0,O
,scarcity,0,O
,of,0,O
,fodder,0,O
,?,0,O
Sentence: 7,There,0,O
,is,0,O
,not,0,O
,half,0,O
,enough,0,O
,straw,0,O
,for,0,O
,them,0,O
,to,0,O
,lie,0,O
,on,0,O
,.,0,O
Sentence: 8,Those,0,O
,lazy,0,O
,fellows,0,O
,have,0,O
,not,0,O
,even,0,O
,swept,0,O
,the,0,O
,cobwebs,0,O
,away.,0,O
,”,0,O
,While,0,O
,he,0,O
,thus,0,O
,examined,0,O
,everything,0,O
,in,0,O
,turn,0,O
,",",0,O
,he,0,O
,spied,0,O
,the,0,O
,tips,0,O
,of,0,O
,the,0,O
,antlers,0,O
,of,0,O
,the,0,O
,Stag,0,B-per
,peeping,0,O
,out,0,O
,of,0,O
,the,0,O
,straw,0,O
,.,0,O
Sentence: 9,Then,0,O
,summoning,0,O
,his,0,O
,laborers,0,B-per
,",",0,O
,he,0,O
,ordered,0,O
,that,0,O
,the,0,O
,Stag,0,B-per
,should,0,O
,be,0,O
,seized,0,O
,and,0,O
,killed,0,O
,.,0,O
Sentence: 1,The,0,O
,fox,0,B-per
,invited,0,O
,the,0,O
,stork,0,B-per
,for,0,O
,dinner,0,O
,",",0,O
,but,0,O
,served,0,O
,soup,0,O
,on,0,O
,a,0,O
,flat,0,O
,plate,0,O
,",",0,O
,which,0,O
,the,0,O
,stork,0,B-per
,could,0,O
,not,0,O
,eat,0,O
,due,0,O
,to,0,O
,her,0,O
,long,0,O
,beak,0,O
,.,0,O
Sentence: 2,The,0,O
,fox,0,B-per
,",",0,O
,however,0,O
,",",0,O
,lapped,0,O
,up,0,O
,the,0,O
,soup,0,O
,easily,0,O
,.,0,O
Sentence: 3,When,0,O
,the,0,O
,stork,0,B-per
,invited,0,O
,the,0,O
,fox,0,B-per
,for,0,O
,dinner,0,O
,",",0,O
,she,0,O
,served,0,O
,it,0,O
,in,0,O
,a,0,O
,tall,0,O
,jar,0,O
,",",0,O
,from,0,O
,which,0,O
,she,0,O
,could,0,O
,easily,0,O
,drink,0,O
,using,0,O
,her,0,O
,long,0,O
,beak,0,O
,",",0,O
,while,0,O
,the,0,O
,fox,0,B-per
,could,0,O
,not,0,O
,.,0,O
Sentence: 4,The,0,O
,fox,0,B-per
,realized,0,O
,that,0,O
,one,0,O
,bad,0,O
,turn,0,O
,deserves,0,O
,another,0,O
,.,0,O
Sentence: 1,A,0,O
,Fisher,0,B-per
,once,0,O
,took,0,O
,his,0,O
,bagpipes,0,O
,to,0,O
,the,0,O
,bank,0,O
,of,0,O
,a,0,O
,river,0,O
,",",0,O
,and,0,O
,played,0,O
,upon,0,O
,them,0,O
,with,0,O
,the,0,O
,hope,0,O
,of,0,O
,making,0,O
,the,0,O
,fish,0,B-per
,rise,0,O
,;,0,O
,but,0,O
,never,0,O
,a,0,O
,one,0,O
,put,0,O
,his,0,O
,nose,0,O
,out,0,O
,of,0,O
,the,0,O
,water,0,O
,.,0,O
Sentence: 2,So,0,O
,he,0,O
,cast,0,O
,his,0,O
,net,0,O
,into,0,O
,the,0,O
,river,0,O
,and,0,O
,soon,0,O
,drew,0,O
,it,0,O
,forth,0,O
,filled,0,O
,with,0,O
,fish,0,B-per
,.,0,O
Sentence: 3,Then,0,O
,he,0,O
,took,0,O
,his,0,O
,bagpipes,0,O
,again,0,O
,",",0,O
,and,0,O
,",",0,O
,as,0,O
,he,0,O
,played,0,O
,",",0,O
,the,0,O
,fish,0,B-per
,leapt,0,O
,up,0,O
,in,0,O
,the,0,O
,net,0,O
,.,0,O
Sentence: 4,“,0,O
,Ah,0,O
,",",0,O
,you,0,O
,dance,0,O
,now,0,O
,when,0,O
,I,0,O
,play,0,O
,",",0,O
,”,0,O
,said,0,O
,he,0,O
,.,0,O
Sentence: 5,“,0,O
,Yes,0,O
,",",0,O
,”,0,O
,said,0,O
,an,0,O
,old,0,O
,Fish,0,B-per
,:,0,O
,“,0,O
,When,0,O
,you,0,O
,are,0,O
,in,0,O
,a,0,O
,man,0,O
,’,0,O
,s,0,O
,power,0,O
,you,0,O
,must,0,O
,do,0,O
,as,0,O
,he,0,O
,bids,0,O
,you,0,O
,.,0,O
,”,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,there,0,O
,were,0,O
,two,0,O
,characters,0,O
,",",0,O
,an,0,O
,Ant,0,B-per
,and,0,O
,a,0,O
,Grasshopper,0,B-per
,",",0,O
,who,0,O
,lived,0,O
,in,0,O
,a,0,O
,field,0,O
,.,0,O
Sentence: 2,The,0,O
,Ant,0,B-per
,worked,0,O
,hard,0,O
,all,0,O
,summer,0,O
,",",0,O
,gathering,0,O
,food,0,O
,for,0,O
,the,0,O
,winter,0,O
,",",0,O
,while,0,O
,the,0,O
,Grasshopper,0,B-per
,played,0,O
,and,0,O
,enjoyed,0,O
,the,0,O
,sun,0,O
,.,0,O
Sentence: 3,When,0,O
,winter,0,O
,came,0,O
,",",0,O
,the,0,O
,Ant,0,B-per
,had,0,O
,plenty,0,O
,of,0,O
,food,0,O
,to,0,O
,eat,0,O
,",",0,O
,but,0,O
,the,0,O
,Grasshopper,0,B-per
,had,0,O
,nothing,0,O
,.,0,O
Sentence: 4,The,0,O
,Grasshopper,0,B-per
,begged,0,O
,the,0,O
,Ant,0,B-per
,for,0,O
,food,0,O
,",",0,O
,but,0,O
,the,0,O
,Ant,0,B-per
,replied,0,O
,",",0,O
,``,0,O
,Why,0,O
,should,0,O
,I,0,O
,give,0,O
,you,0,O
,food,0,O
,now,0,O
,when,0,O
,you,0,O
,wasted,0,O
,your,0,O
,time,0,O
,all,0,O
,summer,0,O
,?,0,O
,'',0,O
Sentence: 5,The,0,O
,Grasshopper,0,B-per
,learned,0,O
,his,0,O
,lesson,0,O
,and,0,O
,vowed,0,O
,to,0,O
,work,0,O
,hard,0,O
,from,0,O
,then,0,O
,on,0,O
,.,0,O
Sentence: 1,Once,0,O
,upon,0,O
,a,0,O
,time,0,O
,",",0,O
,there,0,O
,was,0,O
,a,0,O
,hungry,0,O
,rabbit,0,B-per
,who,0,O
,was,0,O
,searching,0,O
,for,0,O
,food,0,O
,.,0,O
Sentence: 2,He,0,O
,saw,0,O
,a,0,O
,beautiful,0,O
,garden,0,O
,full,0,O
,of,0,O
,carrots,0,O
,and,0,O
